contract_type,pricing_currency,language,title,description,processing_time,price,nsfw,image_urls,categories,condition,quantity,sku_number,shipping_option1_name,shipping_option1_countries,shipping_option1_service1_name,shipping_option1_service1_estimated_delivery,shipping_option1_service1_estimated_price,shipping_option2_name,shipping_option2_countries,shipping_option2_service1_name,shipping_option2_service1_estimated_delivery,shipping_option2_service1_estimated_price
